Title,Acronym,DblpSeries,has CORE2010 Rank,Field,field_of_research_1,field_of_research_2,field_of_research_3
Educational Data Mining,EDM,edm,B,"Data Format†, , ",Data Format†,,
Embedded Sensor Networks Workshop,Emnets,N/A,C,"Communications Technologies†, , ",Communications Technologies†,,
Empirical Methods in Natural Language Processing,EMNLP,emnlp,A,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
Enabling Grids for E-Science European Conference,EGEE,N/A,C,"Distributed Computing†, , ",Distributed Computing†,,
Entertainment and media in the ubiquitous era (ACM),MINDTREK,N/A,B,"Design Practice and Management†, , ",Design Practice and Management†,,
ENVI and IDL Data Analysis and Visualization Symposium,VISualize,N/A,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
Environmental Design Research Association,EDRA,N/A,B,"Design Practice and Management†, , ",Design Practice and Management†,,
ERATO Conference on Quantum Information Science,EQIS,N/A,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
ERCIM Annual Workshop on Constraint Solving and Constraint Logic Programming,ERCIM/CSCLP,N/A,B,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
Ershov Conference,PSI,ershov,B,"Information Systems†, , ",Information Systems†,,
ETHICOMP Conference,ETHICOMP,N/A,B,"Information Systems†, , ",Information Systems†,,
Euro XR International Conference (was Euro VR),Euro XR,eurovr,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
"EuroConference on Combinatorics, Graph Theory and Applications",EUroComb,N/A,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
Eurographics Symposium on Parallel Graphics and Visualization,EGPGV,egpgv,B,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
International Conference on Artificial Reality and Telexistance & Eurographics Symposium on Virtual Environments,EGVE,egve,B,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
Eurographics/IEEE Symposium on Visualization,EuroVis,vissym,B,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
Euromicro Conference on Real-Time Systems,ECRTS,ecrts,A,"Communications Technologies†, , ",Communications Technologies†,,
Euromicro Conference on Software Engineering and Advanced Applications,SEAA,euromicro,C,"Computer Software†, , ",Computer Software†,,
"Euromicro International Conference on Parallel, Distributed and Network Based Processing",PDP,pdp,C,"Distributed Computing†, , ",Distributed Computing†,,
European Academy of Design conferences,EAD,N/A,C,"Design Practice and Management†, , ",Design Practice and Management†,,
European Association for Computational Linguistics,EACL,eacl,A,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
European Chapter on Combinatorial Optimization,ECCO,N/A,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
European Computing Conference,ECC,N/A,C,"Information and Computing Sciences†, , ",Information and Computing Sciences†,,
European Conference of Information Warfare,ECIW,N/A,C,"Information Systems†, , ",Information Systems†,,
European Conference on Ambient Intelligence,AmI,ami,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
European Conference on Artificial Intelligence,ECAI,ecai,A,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
European Conference on Artificial Life,ECAL,N/A,B,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
European Conference on Computational Biology,ECCB,N/A,B,"Computer Software†, , ",Computer Software†,,
European Conference on Computational Learning Theory (Now in COLT),EuroCOLT,N/A,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
European Conference on Computational Mechanics,ECCM,N/A,A,"Civil Engineering†, , ",Civil Engineering†,,
European Conference on Computer Supported Cooperative Work,ECSCW,ecscw,B,"Information Systems†, , ",Information Systems†,,
European Conference on Computer Vision,ECCV,eccv,A,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
European Conference on Digital Government (was European Conference on e-Government ECEG),ECDG,N/A,C,"Information Systems†, , ",Information Systems†,,
European Conference on Genetic Programming,EUROGP,eurogp,B,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
European Conference on Information Management and Evaluation,ECIME,N/A,C,"Information Systems†, , ",Information Systems†,,
European Conference on Information Retrieval,ECIR,ecir,B,"Information Systems†, , ",Information Systems†,,
European Conference on Information Systems,ECIS,ecis,A,"Information Systems†, , ",Information Systems†,,
European Conference on Knowledge Management,EKM,N/A,B,"Information Systems†, , ",Information Systems†,,
European Conference on Machine Learning (Joined with PKDD from 2008),ECML,N/A,A,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
European Conference on Numerical Methods in Geotechnical Engineering,NUMGE,N/A,A,"Civil Engineering†, , ",Civil Engineering†,,
European Conference on Object-Oriented Programming,ECOOP,ecoop,A,"Computer Software†, , ",Computer Software†,,
European Conference on Operations Research,EURO,N/A,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
European Conference on Pattern Languages of Programs,EuroPLop,europlop,B,"Computer Software†, , ",Computer Software†,,
European Conference on Machine Learning and Principles and Practice of Knowledge Discovery in Database (PKDD and ECML combined from 2008),ECML PKDD,pkdd,A,"Data Format†, , ",Data Format†,,
European Conference on Research Methodology for Business and Management Studies,ECRM,N/A,C,"Information Systems†, , ",Information Systems†,,
European Conference on Software Maintenance and Reengineering,CSMR,N/A,C,"Computer Software†, , ",Computer Software†,,
European Conference on Symbolic and Quantitative Approaches to Reasoning with Uncertainty,ECSQARU,ecsqaru,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
European Conference on Universal Multiservice Networks,ECUMN,N/A,C,"Distributed Computing†, , ",Distributed Computing†,,
International Conference on Embedded Wireless Systems and Networks (wasEuropean Conference on Wireless Sensor Networks),EWSN,ewsn,A,"Communications Technologies†, , ",Communications Technologies†,,
European Congress on Intelligent Techniques and Soft Computing,EUFIT,N/A,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
European Graphics Conference,EUROGRAPH,N/A,A,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
European Institute for Computer Anti-Virus Research EICAR Conference,EICAR,N/A,C,"Data Format†, , ",Data Format†,,
European Lisp Workshop,ELW,N/A,C,"Computer Software†, , ",Computer Software†,,
European Natural Language Generation Workshop,EuroNLG,N/A,B,"Information Systems†, , ",Information Systems†,,
European PKI Workshop: Theory and Practice,EUROPKI,N/A,B,"Computer Software†, , ",Computer Software†,,
European MPI Users' Group Conference,EuroMPI,pvm,C,"Distributed Computing†, , ",Distributed Computing†,,
European Signal Processing Conference,EUSIPCO,eusipco,B,"Computer Hardware†, , ",Computer Hardware†,,
International Conference on Modelling and Simulation,ECMS,ecms,B,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
European Simulation Symposium,ESS,N/A,B,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
European SPI,EuroSPI,eurospi,B,"Information Systems†, , ",Information Systems†,,
European Symposium on Algorithms,ESA,esa,A,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
European Symposium on Artificial Neural Networks,ESANN,esann,B,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
European Symposium on Gender and ICT,ESGICT,N/A,C,"Other Information and Computing Sciences†, , ",Other Information and Computing Sciences†,,
European Symposium on Programming,ESOP,esop,A,"Computer Software†, , ",Computer Software†,,
European Symposium On Research In Computer Security,ESORICS,esorics,A,"Computer Software†, , ",Computer Software†,,
European Transport Conference,ETC,N/A,B,"Urban and Regional Planning†, , ",Urban and Regional Planning†,,
European Workshop on Advanced Mobile Robots,EuroBot,N/A,C,"Manufacturing Engineering†, , ",Manufacturing Engineering†,,
European Workshop on Computational Geometry,EuroCG,N/A,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
European Workshop on Modelling Autonomous Agents in a Multi-Agent World,MAAMAW,N/A,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
European Conference on Multi-Agent Systems,EUMAS,eumas,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
European Workshop on Security and Privacy in Ad -Hoc and Sensor Networks,ESAS,N/A,C,"Computer Software†, , ",Computer Software†,,
"European, Mediterranean and Middle Eastern Conference on Information Systems",EMCIS,N/A,B,"Information Systems†, , ",Information Systems†,,
European-Japanese Conference on Information Modelling and Knowledge Bases,EJC,ejc,C,"Data Format†, , ",Data Format†,,
Eurosys Conference,EuroSys,eurosys,A,"Computer Software†, , ",Computer Software†,,
Exploring Modelling Methods in Systems Analysis and Design,EMMSAD,emmsad,C,"Information Systems†, , ",Information Systems†,,
Extending Database Technology,EDBT,edbt,A,"Data Format†, , ",Data Format†,,
Extreme Markup Languages,Extreme,N/A,C,"Computer Software†, , ",Computer Software†,,
Far East Workshop on Future DB Systems,FEWFDB,N/A,C,"Data Format†, , ",Data Format†,,
Financial Cryptography and Data Security Conference,FC,fc,A,"Data Format†, , ",Data Format†,,
Finite Differences-Finite Elements-Finite Volumes-Boundary Elements,F-and-B,N/A,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
FIRA Robot World Congress,FIRA,N/A,C,"Manufacturing Engineering†, , ",Manufacturing Engineering†,,
Flexible Query-Answering Systems,FQAS,fqas,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
Florida Artificial Intelligence Research Society Conference,FlAIRS,N/A,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
Formal and Computational Cryptography,FCC,N/A,C,"Data Format†, , ",Data Format†,,
International Symposium on Formal Methods (was Formal Methods Europe FME),FM,fm,A,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
Formal Methods in Software Engineering and Defence Systems Workshop,FMSEDS,N/A,C,"Computer Software†, , ",Computer Software†,,
Formal Methods Pacific,FMP,N/A,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
Formal Power Series and Algebraic Combinatorics,FPSAC,N/A,B,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
Forum on Specification and Design Languages,FDL,fdl,C,"Data Format†, , ",Data Format†,,
Foundations of Aspect-Oriented Languages,FOAL,N/A,C,"Computer Software†, , ",Computer Software†,,
Foundations of Genetic Algorithms,FOGA,foga,A,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
Foundations of Software Science and Computational Structures,FOSSACS,fossacs,C,"Computer Software†, , ",Computer Software†,,
Foundations of Software Technology and Theoretical Computer Science,FST&TCS,fsttcs,B,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
Franco-Canadian Workshop on Combinatorial Algorithms,ComAI,N/A,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
French Conference on Knowledge Acquisition and Machine Learning,FCKAML,N/A,B,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
French Journées de Géométrie Algorithmique,JGA,N/A,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
French Speaking Conference on the Extraction and Management of Knowledge,EGC,N/A,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
Functional and Declarative Programming in Education,FDPE,N/A,C,"Computer Software†, , ",Computer Software†,,
Fundamental Approaches to Software Engineering,FASE,fase,B,"Computer Software†, , ",Computer Software†,,
Game Developers Conference,GDC,N/A,C,"Information Systems†, , ",Information Systems†,,
Genetic and Evolutionary Computations,GECCO,gecco,A,"Information and Computing Sciences†, Engineering†, ",Information and Computing Sciences†,Engineering†,
"Geometric Modelling and Imaging, International Conference (IEEE)",GMAI,N/A,B,"Design Practice and Management†, , ",Design Practice and Management†,,
Geometry Festival: An international workshop on Discrete Geometry and Rigidity,GeomFest,N/A,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
Geometry Modeling and Processing,GMP,N/A,B,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
GeoShanghai International Conferences,GeoShanghai,N/A,A,"Civil Engineering†, , ",Civil Engineering†,,
GeoVisualization and Information Visualization,GeoViz,N/A,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
German Conference on Artificial Intelligence,KI,N/A,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
German Conference on Multi-Agent system Technologies,MATES,N/A,B,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
"GI International Conference on Detection of Intrusions and Malware, and Vulnerability Assessment",DIMVA,dimva,C,"Computer Software†, , ",Computer Software†,,
GIS Planet Conference,GISPlanet,N/A,C,"Information Systems†, , ",Information Systems†,,
Global Chinese Conference on Computers in Education,GCCCE,N/A,C,"Other Information and Computing Sciences†, , ",Other Information and Computing Sciences†,,
Global Information Technology Management Association World Conference,GITMA,N/A,B,"Information Systems†, , ",Information Systems†,,
Grace Hopper Celebration of Women in Computing,GHC,N/A,C,"Other Information and Computing Sciences†, , ",Other Information and Computing Sciences†,,
Graph Drawing,GD,gd,A,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
Graphics Interface,GI,graphicsinterface,B,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
Haskell Workshop,HASKELL,haskell,C,"Computer Software†, , ",Computer Software†,,
Hawaii International Conference on System Sciences,HICSS,hicss,A,"Information Systems†, , ",Information Systems†,,
Health Informatics Conference,HIC,N/A,C,"Information Systems†, , ",Information Systems†,,
Healthy Buildings,HB,N/A,A,"Building†, , ",Building†,,
Hellenic Conference on Artificial Intelligence,SETN,N/A,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
Heterogeneity in Computing Workshop,HCW,N/A,B,"Distributed Computing†, , ",Distributed Computing†,,
High Performance Computing Symposium Canada,HPCS-Canada,N/A,C,"Distributed Computing†, , ",Distributed Computing†,,
High-Performance Grid Computing Workshop (part of IPDPS Conference),HPGrid,N/A,C,"Distributed Computing†, , ",Distributed Computing†,,
Hong Kong Institute of Value Management Conference,HKIVM,N/A,A,"Building†, , ",Building†,,
Human Factors and Ergonomics Conference (Human Factors and Ergonomics Society of Australia),HFESA,N/A,C,"Design Practice and Management†, , ",Design Practice and Management†,,
Human System Interaction,HSI,hsi,C,"Information Systems†, , ",Information Systems†,,
Hungarian National Conference on Agent Based Computation,HUNABC,N/A,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
IAVoSS Workshop On Trustworthy Elections,WOTE,N/A,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
Iberian Conference on Pattern Recognition and Image Analysis,IBPRIA,N/A,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
IberoAmerican Congress on Pattern Recognition,CIARP,ciarp,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
IEEE Automatic Speech Recognition and Understanding Workshop,ASRU,asru,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
IEEE Bioinformatics and Bioengineering,BIBE,bibe,C,"Computer Software†, , ",Computer Software†,,
IEEE Computational Systems Bioinformatics Conference,CSB,N/A,A,"Computer Software†, , ",Computer Software†,,
IEEE Computer Communications Workshop,CCW,N/A,B,"Communications Technologies†, , ",Communications Technologies†,,
IEEE Computer Security Foundations Symposium (was CSFW),CSF,csfw,A,"Computer Software†, , ",Computer Software†,,
IEEE Conference on Computational Complexity,CCC,coco,B,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
IEEE Conference on Computer Vision and Pattern Recognition,CVPR,cvpr,A,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
IEEE Conference on Decision and Control,CDC,cdc,A,"Communications Technologies†, , ",Communications Technologies†,,
IEEE Conference on Electronic Commerce Technology (merger of CEC and EEE),CEC,N/A,C,"Information Systems†, , ",Information Systems†,,
IEEE Conference on Local Computer Networks,LCN,lcn,A,"Computer Hardware†, , ",Computer Hardware†,,
IEEE Conference on Mass Storage Systems and Technologies,MSST,mss,C,"Data Format†, , ",Data Format†,,
"IEEE International Conference on Sensing, Communication and Networking",SECON,secon,B,"Computer Hardware†, , ",Computer Hardware†,,
"IEEE Conference on Systems, Man and Cybernetics",SMC,smc,B,"Information Systems†, , ",Information Systems†,,
IEEE Conference on Ultra Wideband Systems and Technologies,ICUWB,N/A,C,"Communications Technologies†, , ",Communications Technologies†,,
IEEE Conference on Wireless Communication and Sensor Networks,WCSN,N/A,C,"Communications Technologies†, , ",Communications Technologies†,,
IEEE Congress on Services,SERVICES,services,B,"Information Systems†, , ",Information Systems†,,
IEEE Consumer Communications and Networking Conference,IEEE CCNC,ccnc,B,"Distributed Computing†, , ",Distributed Computing†,,
IEEE European Conference on Web Services,ECOWS,N/A,C,"Information Systems†, , ",Information Systems†,,
IEEE Global Information Infrastructure Symposium,GIIS,N/A,C,"Communications Technologies†, , ",Communications Technologies†,,
IEEE Global Telecommunications Conference,IEEE GLOBECOM,N/A,B,"Computer Hardware†, , ",Computer Hardware†,,
"IEEE Information Theory Workshop on Detection, Estimation, Classification and Imaging",DECI,N/A,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
IEEE Information Visualization Conference,IEEE InfoVis,infovis,A,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
IEEE International Augmented Reality Toolkit Workshop,IARTW,N/A,C,"Information Systems†, , ",Information Systems†,,
IEEE International Conference and Workshop on the Engineering of Computer Based Systems,ECBS,N/A,B,"Communications Technologies†, , ",Communications Technologies†,,
IEEE International Conference on 3D Systems Integration (combines ASET & 3D),IEEE 3D IC,N/A,C,"Civil Engineering†, , ",Civil Engineering†,,
IEEE International Conference on Adaptive and Intelligent Systems,ICAIS,N/A,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
IEEE International Conference on Advanced Learning Technologies,ICALT,icalt,B,"Design Practice and Management†, , ",Design Practice and Management†,,
IEEE International Conference on Automatic Face and Gesture Recognition,FG,fgr,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
IEEE International Conference on Autonomic Computing,ICAC,icac,B,"Distributed Computing†, , ",Distributed Computing†,,
IEEE International Conference on Cloud Computing,CLOUD,IEEEcloud,B,"Information Systems†, , ",Information Systems†,,
IEEE International Conference on Cluster Computing,CLUSTER,cluster,A,"Distributed Computing†, , ",Distributed Computing†,,
IEEE International Conference on Cognitive Informatics,ICCI,IEEEicci,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
IEEE International Conference on Communications,ICC,icc,B,"Computer Hardware†, , ",Computer Hardware†,,
IEEE International Conference on Computational Cybernetics,ICCC,N/A,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
IEEE International Conference on Computational Intelligence for Measurement Systems and Applications,CIMSA,N/A,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
IEEE International Conference on Computer and Information Technology,CIT,cit,C,"Information and Computing Sciences†, , ",Information and Computing Sciences†,,
IEEE International Conference on Computer Vision,ICCV,iccv,A,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
IEEE International Conference on Control Applications,CCA,N/A,B,"Computer Hardware†, , ",Computer Hardware†,,
IEEE International Conference on COTS-Based Software Systems,ICCBSS,N/A,C,"Computer Software†, , ",Computer Software†,,
IEEE International Conference on Cybernetics and Intelligent Systems,CIS,N/A,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
IEEE International Conference on Data Mining,ICDM,icdm,A,"Data Format†, , ",Data Format†,,
IEEE International Conference on Digital EcoSystems and Technologies Conference,IEEE DEST,N/A,C,"Information Systems†, , ",Information Systems†,,
IEEE International Conference on Distributed Computing in Sensor Systems,DCOSS,dcoss,B,"Distributed Computing†, , ",Distributed Computing†,,
IEEE International Conference on e-Business Engineering,ICEBE,N/A,B,"Data Format†, Design Practice and Management†, ",Data Format†,Design Practice and Management†,
IEEE International Conference on Engineering of Complex Computer Systems,ICECCS,iceccs,A,"Communications Technologies†, , ",Communications Technologies†,,
"IEEE International Conference on Enterprise Computing, E-Commerce and E-Services",EEE,N/A,C,"Information Systems†, , ",Information Systems†,,
IEEE International Conference on e-Science and Grid Computing,e-Science,eScience,A,"Distributed Computing†, , ",Distributed Computing†,,
IEEE International Conference on Fuzzy Systems,FUZZ-IEEE,fuzzIEEE,A,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
IEEE International Conference on Global Software Engineering,ICGSE,icgse,C,"Computer Software†, , ",Computer Software†,,
IEEE International Conference on Granular Computing,GrC,N/A,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
IEEE International Conference on High Performance Computing and Communications,HPCC,hpcc,B,"Distributed Computing†, , ",Distributed Computing†,,
IEEE International Conference on High Performance Computing and Simulation,IEEE HPCS,ieeehpcs,B,"Distributed Computing†, , ",Distributed Computing†,,
IEEE International Conference on Image Processing,ICIP,icip,B,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
IEEE International Conference on Industrial and Information Systems,ICIIS,N/A,C,"Communications Technologies†, , ",Communications Technologies†,,
IEEE International Conference on Information and Automation,IEEE ICIA,icinfa,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
IEEE International Conference on Information Reuse and Integration,IRI,iri,C,"Data Format†, , ",Data Format†,,
IEEE International Conference on Intelligence and Security Informatics,ISI,isi,C,"Computer Software†, , ",Computer Software†,,
IEEE International Conference on Intelligence for Homeland Security and Personal Safety,CIHSPS,N/A,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
IEEE International Conference on Intelligent Computer Communication and Processing,ICCP,iccp2,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
IEEE International Conference on Intelligent Systems,IEEE IS,is,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
IEEE International Conference on Mobile Ad-hoc and Sensor Systems,MASS,mass,B,"Computer Hardware†, , ",Computer Hardware†,,
IEEE International Conference on Multimedia and Expo,ICME,icmcs,B,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
IEEE International Conference on Networks,ICON,N/A,B,"Computer Hardware†, , ",Computer Hardware†,,
IEEE International Conference on Neural Networks,ICNN,N/A,B,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
IEEE International Conference on Parallel Processing Workshops,WoPP,N/A,C,"Distributed Computing†, , ",Distributed Computing†,,
IEEE International Conference on Peer to Peer Computing,P2P,N/A,C,"Information Systems†, , ",Information Systems†,,
IEEE International Conference on Pervasive Computing and Communications,PERCOM,percom,A,"Distributed Computing†, , ",Distributed Computing†,,
IEEE International Conference on Radio Frequency Identification,IEEE RFID,N/A,B,"Computer Hardware†, , ",Computer Hardware†,,
IEEE International Conference on Service-Oriented Computing and Applications,SOCA,soca,C,"Information Systems†, , ",Information Systems†,,
IEEE International Conference on Software Services Engineering (previously IEEE International Conference on Services Computing SCC),IEEE SSE,IEEEscc,A,"Information Systems†, , ",Information Systems†,,
IEEE International Conference on Signal Processing and Communication,ICSPC,N/A,C,"Communications Technologies†, , ",Communications Technologies†,,
"IEEE International Conference on Software Maintenance and Evolution (prior to 2014 was ICSM, IEEE International Conference on Software Maintenance)",ICSME,icsm,A,"Computer Software†, , ",Computer Software†,,
IEEE International Conference on Telecommunications,ICT,N/A,C,"Communications Technologies†, , ",Communications Technologies†,,
IEEE International Conference on Web Services,ICWS,icws,A,"Information Systems†, , ",Information Systems†,,
"IEEE International Conference on Wireless and Mobile Computing, Networking and Communications",WiMob,wimob,C,"Communications Technologies†, , ",Communications Technologies†,,
IEEE International Conference on Wireless Information Technology and Systems,ICWITS,N/A,B,"Distributed Computing†, , ",Distributed Computing†,,
IEEE International Dynamic Spectrum Access Networks Symposium,IEEE DYSPAN,N/A,B,"Communications Technologies†, , ",Communications Technologies†,,
IEEE International Enterprise Distributed Object Computing Conference,EDOC,edoc,B,"Information Systems†, , ",Information Systems†,,
IEEE International Geoscience and Remote Sensing Symposium,IGARSS,igarss,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
IEEE International High Level Design Validation and Test Workshop,HLDVT,N/A,C,"Communications Technologies†, , ",Communications Technologies†,,
IEEE International Joint Conference on Neural Networks,IJCNN,ijcnn,A,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
IEEE International Multioptic Conference,INMIC,N/A,C,"Information and Computing Sciences†, , ",Information and Computing Sciences†,,
On-Line Testing and Robust System Design,IOLTS,iolts,C,"Computer Software†, , ",Computer Software†,,
IEEE International Parallel and Distributed Processing Symposium (was IPPS and SPDP),IPDPS,ipps,A,"Distributed Computing†, , ",Distributed Computing†,,
IEEE International Performance Computing and Communications Conference,IPCCC,ipccc,B,"Distributed Computing†, , ",Distributed Computing†,,
IEEE International Requirements Engineering Conference,RE,re,A,"Computer Software†, , ",Computer Software†,,
"IEEE International Symposium on a World of Wireless, Mobile and Multimedia Networks",WoWMoM,wowmom,A,"Computer Hardware†, , ",Computer Hardware†,,
IEEE International Symposium on Adaptive Dynamic Programming and Reinforcement Learning,IEEE ADPRL,N/A,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
IEEE International Symposium on Artificial Life,IEEE Alife,N/A,A,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
"IEEE International Symposium on Cluster, Cloud and Grid Computing",CCGRID,ccgrid,A,"Distributed Computing†, , ",Distributed Computing†,,
International Symposium on Distributed Simulation and Real Time Applications,DS-RT,dsrt,B,"Distributed Computing†, Information Systems†, ",Distributed Computing†,Information Systems†,
IEEE International Symposium on High Assurance Systems Engineering,HASE,hase,B,"Computer Software†, , ",Computer Software†,,
IEEE International Symposium on Information Theory,ISIT,isit,B,"Data Format†, , ",Data Format†,,
IEEE International Symposium on Intelligent Control,ISIC,N/A,B,"Communications Technologies†, , ",Communications Technologies†,,
IEEE International Symposium on Network Computing and Applications,NCA,nca,A,"Distributed Computing†, , ",Distributed Computing†,,
IEEE International Symposium on Real-Time Distributed Computing,ISORC,isorc,C,"Distributed Computing†, , ",Distributed Computing†,,
IEEE International Symposium on Parallel and Distributed Processing with Applications,ISPA,ispa,B,"Distributed Computing†, , ",Distributed Computing†,,
IEEE International Symposium on Performance Analysis of Systems and Software,ISPASS,ispass,C,"Computer Software†, , ",Computer Software†,,
IEEE International Symposium on Personal and Indoor Mobile Radio Conference,PIMRC,pimrc,B,"Computer Hardware†, , ",Computer Hardware†,,
IEEE International Symposium on Security in Networks and Distributed Systems,SSNDS,N/A,C,"Computer Software†, , ",Computer Software†,,
IEEE International Symposium on Wearable Computers,ISWC,iswc,A,"Information Systems†, , ",Information Systems†,,
IEEE International Symposium on Web Systems Evolution,WSE,N/A,C,"Information Systems†, , ",Information Systems†,,
IEEE International Test Conference,ITC,itc,B,"Communications Technologies†, , ",Communications Technologies†,,
IEEE International Working Conference on Mining Software Repositories,MSR,msr,C,"Data Format†, , ",Data Format†,,
IEEE International Workshop on Cellular Nanoscale Networks and Applications,CNNA,N/A,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
IEEE International Workshop on Databases for Next-Generation Researchers,SWOD,N/A,C,"Data Format†, , ",Data Format†,,
IEEE International Workshop on Future Trends of Distributed Computing Systems,FTDCS,N/A,C,"Distributed Computing†, , ",Distributed Computing†,,
