Title,Acronym,DblpSeries,has CORE2018 Rank,Field,field_of_research_1,field_of_research_2,field_of_research_3
International Logic Programming Symposium,ILPS,N/A,A,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
International Conference on Immersive Telecommunications,IMMERSCOM,N/A,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
International Machine Vision and Image Processing Conference,IMVIP,N/A,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
Information Visualisation Theory and Practice,InfVis,N/A,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
International Symposium on Innovations in Intelligent Systems and Applications,INISTA,inista,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
International Natural Language Generation Conference,INLG,inlg,B,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
INTUITION International Conference,INTUITION,N/A,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
International Symposium on Artificial Intelligence and Mathematics,ISAIM,isaim,B,"Artificial Intelligence and Image Processing†, Computation Theory and Mathematics†, ",Artificial Intelligence and Image Processing†,Computation Theory and Mathematics†,
"International Symposium on Audio, Video, Image Processing and Intelligent Applications",ISAVIIA,N/A,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
International Conference on Intelligent Systems Designs and Applications,ISDA,isda,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
Conference of the International Society for Decision Support Systems,ISDSS,N/A,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
Integration of Software Engineering and Agent Technology,ISEAT,N/A,B,"Artificial Intelligence and Image Processing†, Computer Software†, ",Artificial Intelligence and Image Processing†,Computer Software†,
International Conference on Intelligent Systems and Knowledge Engineering,ISKE,iske,B,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
IEEE International Symposium on Multimedia,ISM,ism,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
IEEE/ACM International Symposium on Mixed and Augmented Reality,ISMAR,ismar,A*,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
International Symposium on Foundations of Intelligent Systems,ISMIS,ismis,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
International Symposium on Mathematical Morphology,ISMM,N/A,B,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
International Symposium on Neural Networks,ISNN,isnn,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
International Symposium on Robotics,ISR,isr,A,"Artificial Intelligence and Image Processing†, Manufacturing Engineering†, ",Artificial Intelligence and Image Processing†,Manufacturing Engineering†,
International Symposium on Visual Computing,ISVC,isvc,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
International Conference on Intelligent Tutoring Systems,ITS,its,A,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
International Conference on Information Visualisation,IV,iv,B,"Artificial Intelligence and Image Processing†, Design Practice and Management†, ",Artificial Intelligence and Image Processing†,Design Practice and Management†,
Applications of Information Visualization,IV-App,N/A,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
Information Visualization in Biomedical Informatics,IVBI,N/A,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
Image and Vision Computing Conference,IVCNZ,ivcnz,Australasian,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
Information Visualization Evaluation,IVE,N/A,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
International Work-Conference on Artificial and Natural Neural Networks,IWANN,iwann,B,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
International Workshop on Intelligent Agents,IWIA,N/A,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
International Workshop on Knowledge Discovery from Data Streams,IWKDDS,N/A,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
International Workshop on Paraphrasing,IWP,N/A,B,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
International Symposium on Ubiquitous Virtual Reality,ISUVR,N/A,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
Knowledge Domain Visualisation,KDViz,N/A,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
International KES Conference on Agents and Multiagent systems - Technologies and Applications,KES AMSTA,N/A,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
KES International Symposium on Intelligent Decision Technologies,KES IDT,N/A,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
International Conference on Knowledge-based Intelligent Electronic Systems,KIES,N/A,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
International Conference on the Principles of Knowledge Representation and Reasoning,KR,kr,A*,"Artificial Intelligence and Image Processing†, Computation Theory and Mathematics†, ",Artificial Intelligence and Image Processing†,Computation Theory and Mathematics†,
"International Conference on Knowledge Science, Engineering and Management",KSEM,ksem,B,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
Knowledge Visualization and Visual Thinking,KV,N/A,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
Logic and Engineering of Natural Language Semantics,LENLS,N/A,B,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
European Workshop on Modelling Autonomous Agents in a Multi-Agent World,MAAMAW,N/A,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
International Workshop on MultiAgent Based Simulation,MABS,mabs,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
Australian MADYMO Users Meeting,MADYMO,N/A,Australasian,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
International Conference on Modelling Decisions for Artificial Intelligence,MDAI,mdai,B,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
International Conference on Medical Information Visualisation,MediVis,N/A,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
Medical Image Computing and Computer-Assisted Intervention,MICCAI,miccai,A,"Artificial Intelligence and Image Processing†, Biomedical Engineering †, ",Artificial Intelligence and Image Processing†,Biomedical Engineering †,
Joint workshop on Multimodal Interaction and Related Machine Learning Algorithms (now ICMI-MLMI),MLMI,N/A,B,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
ACM/SPIE Multimedia Computing and Networking,MMCN,N/A,A,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
Medicine Meets Virtual Reality,MMVR,N/A,B,"Artificial Intelligence and Image Processing†, Biomedical Engineering †, ",Artificial Intelligence and Image Processing†,Biomedical Engineering †,
International Congress on Modelling and Simulation,MODSIM,N/A,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
Machine Translation Summit,MT SUMMIT,mtsummit,B,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
Machine Vision Applications,MVA,mva,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
North American Association for Computational Linguistics,NAACL,naacl,A,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
NAISO Congress on Autonomous Intelligent Systems,NAISO,N/A,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
Joint Conference on New Methods in Language Processing and Computational Natural Language Learning,NeMLaP,N/A,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
Advances in Neural Information Processing Systems (was NIPS),NeurIPS,nips,A*,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
IEEE International Workshop on Neural Networks for Signal Processing,NNSP,N/A,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
"International Conference on Neural, Parallel and Scientific Computations",NPSC,N/A,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
"International Workshop on Nonmonotonic Reasoning, Action and Change",NRAC,N/A,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
Practical Application of Intelligent Agents and Multi-Agent Technology Conference,PAAM,N/A,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
Pacific Asian Conference on Expert Systems,PACES,N/A,B,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
IEEE Pacific Visualization Symposium (was APVIS),PacificVis,pacificvis,B,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
"Pacific Asia Conference on Language, Information and Computation",PACLIC,paclic,B,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
Conference of the Pacific Association for Computational Linguistics,PACLING,pacling,B,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
Pacific-Rim Conference on Multimedia,PCM,pcm,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
Pacific Conference on Computer Graphics and Applications,PG,pg,A,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
Pacific Rim Knowledge Acquisition Workshop,PKAW,pkaw,B,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
Parallel Problem Solving from Nature,PPSN,ppsn,A,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
Annual International Workshop on Presence,ISPR,N/A,B,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
Pacific Rim International Conference on Artificial Intelligence,PRICAI,pricai,B,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
Pacific-Rim Symposium on Image and Video Technology,PSIVT,psivt,B,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
Program Visualization Workshop,PVW,N/A,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
International Conference on Recent Advances in Natural Language Processing,RANLP,ranlp,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
Robot Soccer World Cup,RoboCup,robocup,B,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
International Joint Conference on Rough Sets (2014 International Conference on Rough Sets and Current Trends in Computing joined with 3 others),IJCRS (was RSCTC),ijcrs,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
Robotics: Science and Systems,RSS,rss,A*,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
International Symposium on Applied Computational Intelligence and Informatics,SACI,saci,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
International Symposium on Applied Machine Intelligence and Informatics,SAMI,N/A,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
ACM SIGGRAPH/Eurographics Symposium on Computer Animation,SCA,sca,B,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
Spring Conference on Computer Graphics,SCCG,N/A,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
"Soft Computing in Computer Graphics, Imaging, and Vision",SCCGIV,N/A,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
Summer Computer Simulation Conference,SCSC,scsc,B,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
IEEE Workshop on Speech Coding,SCW,N/A,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
Asia-Pacific Conference on Simulated Evolution and Learning,SEAL,seal,B,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
The Conference on visualization of information,SEE,N/A,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
International Conference on Software Engineering and Knowledge Engineering,SEKE,seke,B,"Artificial Intelligence and Image Processing†, Computer Software†, ",Artificial Intelligence and Image Processing†,Computer Software†,
Visualization in Software Engineering,SEViz,N/A,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
SGAI International Conference on Artificial Intelligence,SGAI,sgai,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
ACM SIG International Conference on Computer Graphics and Interactive Techniques,SIGGRAPH,siggraph,A*,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
Simulation Technology and Training Conference,SimTecT,N/A,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
International Workshop on Soft Computing Applications,SOFA,N/A,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
Singapore International Conference on Intelligent Systems,SPICIS,N/A,B,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
Australasian Speech Science and Technology,SST,N/A,Australasian,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
ACM Workshop on Secure Web Services,SWS,N/A,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
International Conference on Theoretical and Methodological Issues in machine Translation,TMI,N/A,B,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
International Visualization in Transportation Symposium,TRB,N/A,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
Visual Analytics,EuroVA,N/A,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
IEEE International Conference on Visual Communications and Image Processing (was SPIE ... pre 2011),VCIP,vcip,B,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
Conference on Visualization and Data Analysis,VDA,vda,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
Vision Interface,VI,N/A,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
Visual Information Communication and Interaction,VINCI,vinci,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
Pan-Sydney Area Workshop on Visual Information Processing,VIP,N/A,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
Visualization In Science and Education,GRC,N/A,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
"Joint Conference on Computer Vision, Imaging and Computer Graphics Theory and Applications (GRAPP and VISAPP combined from 2008)",VISIGRAPP,visigrapp,B,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
Visualization in Software Product Lines Workshop,VisPLE,N/A,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
IEEE International Working Conference on Software Visualisation,VISSOFT,vissoft,B,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
International Conference on Visual Information Systems,VISUAL,N/A,C,"Artificial Intelligence and Image Processing†, Information Systems†, ",Artificial Intelligence and Image Processing†,Information Systems†,
ENVI and IDL Data Analysis and Visualization Symposium,VISualize,N/A,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
IEEE Conference on Virtual Reality and 3D User Interfaces,VR,vr,A,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
ACM Virtual Reality Software and Technology,VRST,vrst,A,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
Semantic Web Visualisation,VSW,N/A,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
IEEE Workshop on Applications of Computer Vision,WACV,wacv,A,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
World Congress on Expert Systems,WCES,N/A,B,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
World Congress on Neural Networks,WCNN,N/A,B,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
International Conference on Web-based Modelling and Simulation,WebSim,N/A,C,"Artificial Intelligence and Image Processing†, Distributed Computing†, ",Artificial Intelligence and Image Processing†,Distributed Computing†,
Web Visualization,WebViz,N/A,C,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
International Workshops on Enabling Technologies: Infrastructures for Collaborative Enterprises,WETICE,wetice,B,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
IEEE/WIC/ACM International Conference on Web Intelligence (previously joint with Intelligent Agent Technology WI-IAT),WI,N/A,B,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
Winter Simulation Conference,WSC,wsc,B,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
"International Conferences in Central Europe on Computer Graphics, Visualization and Computer Vision",WSCG,N/A,B,"Artificial Intelligence and Image Processing†, , ",Artificial Intelligence and Image Processing†,,
Innovations in Theoretical Computer Science,ITCS,innovations,A,"Computation Theory and Mathematics†, Computation Theory and Mathematics†, Data Format†",Computation Theory and Mathematics†,Computation Theory and Mathematics†,Data Format†
International Symposium on Theoretical Aspects of Computer Science,STACS,stacs,A,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
International Symposium on Mathematical Foundations of Computer Science,MFCS,mfcs,A,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
International Workshop on Graph-Theoretic Concepts in Computer Science,WG,wg,A,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
International Workshop on Approximation Algorithms for Combinatorial Optimization Problems and International Conference on Randomization and Computation,APPROX/RANDOM,approx,A,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
International Symposium on Algorithms and Computation,ISAAC,isaac,A,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
Computer Aided Verification,CAV,cav,A*,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
"International Conference on Ambient Systems, Networks and Technologies",ANT,ant,Unranked,"Computation Theory and Mathematics†, Information Systems†, Communications Technologies†",Computation Theory and Mathematics†,Information Systems†,Communications Technologies†
Formal Methods in Computer-Aided Design,FMCAD,fmcad,Unranked,"Computation Theory and Mathematics†, Electrical and Electronic Engineering†, ",Computation Theory and Mathematics†,Electrical and Electronic Engineering†,
International Conference on Computational Science,ICCS,iccS,A,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
"International Symposium on Applied Algebra, Algebraic Algorithms and Error-Correcting Codes",AAAAECC,N/A,B,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
Symposium of Asian Association for Algorithms and Computation,AAAC,N/A,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
Australasian Conference on Combinatorial Mathematics and Combinatorial Computing,ACCMCC,N/A,Australasian,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
"Workshop on Algorithms, Combinatorics, and Geometry",ACG,N/A,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
Algorithms and Complexity in Durham,ACID,N/A,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
Advances in Modal Logic,AiML,aiml,A,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
Advances in the Theory of Computing,AITC,N/A,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
Workshop on Algorithm Engineering and Experiments,ALENEX,alenex,A,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
"SIAM Workshop on Algorithms for Listing, Counting, and Enumeration",ALICE,N/A,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
International Conference on Algebraic and Logic Programming,ALP,N/A,B,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
Algorithmic Learning Theory,ALT,alt,B,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
Algebraic Methodology and Software Technology,AMAST,N/A,C,"Computation Theory and Mathematics†, Computer Software†, ",Computation Theory and Mathematics†,Computer Software†,
Asia International Conference on Modelling and Simulation,AMS,N/A,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
Workshop on Analytic Algorithmics and Combinatorics,ANALCO,analco,B,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
Annual Simulation Symposium,ANSS,N/A,B,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
The Modelling and Simulation Society of Australia and New Zealand Meeting,ANZMODS,N/A,Australasian,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
"International Conference on Probabilistic, Combinatorial, and Asymptotic Methods in the Analysis of Algorithms (was Conference on Analysis of Algorithms)",AofA,aofa,B,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
Asia-Pacific Conference on Conceptual Modelling,APCCM,N/A,B,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
Asia Pacific Decision Science Institute Conference,APDSI,N/A,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
Conference of the Association of Asian-Pacific Operational Research Societies,APORS,N/A,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
Workshop on Approximation and Randomization Algorithms in Communication Networks,ARACNE,N/A,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
Asian Symposium on Computer Mathematics,ASCM,N/A,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
International Workshop on Abstract State Machines,ASM(W),N/A,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
"Workshop on Algorithmic Approaches for Transportation Modelling, Optimization, and Systems",ATMOS,atmos,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
Australasian Workshop on Combinatorial Algorithms,AWOCA,N/A,Australasian,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
Workshop on Combinatorial and Algorithmic Aspects of Networking,CAAN,N/A,B,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
Computing: The Australasian Theory Symposium,CATS,N/A,Australasian,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
International Conference on Computability and Complexity in Analysis,CCA,N/A,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
IEEE Conference on Computational Complexity,CCC,coco,A,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
Workshop on Computational and Conformal Geometry,CCG,N/A,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
Workshop on Computational Geometry and Applications,CGA,N/A,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
CGAL User Workshop,CGAL,N/A,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
Conference on Graph Theory and Discrete Geometry,CGTDG,N/A,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
Annual Fall Workshop on Computational Geometry,CGW,N/A,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
International Conference on Algorithms and Complexity (was Italian Conference ),CIAC,ciac,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
Computability in Europe: Logic and Theory of Algorithms,CiE,cie,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
Conference of the Commission Internationale pour l'Etude et l'Amelioration de l'Enseignement des Mathematiques,CIEAEM,N/A,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
International Symposium on Combinatorial Optimisation,ISCO,iscopt,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
Conference on Combinatorial Optimization and Applications,COCOA,cocoa,B,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
International Conference on Computing and Combinatorics,COCOON,cocoon,A,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
International Conference on Concurrency Theory,CONCUR,concur,A,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
International and Interdisciplinary Conference on Modelling and Using Context,CONTEXT,context,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
Workshop on Constraint Satisfaction for Planning and Scheduling,COPLAS,N/A,B,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
Constraint Programming Day,CPD,N/A,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
Combinatorial Pattern Matching,CPM,cpm,B,"Computation Theory and Mathematics†, Data Format†, ",Computation Theory and Mathematics†,Data Format†,
International CSI Computer Conference,CSICC,N/A,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
Annual Conference on Computer Science Logic,CSL,csl,B,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
International Computer Science Symposium in Russia,CSR,csr,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
Computational Topology Workshop,CT,N/A,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
Computational Techniques and Applications Conference,CTAC,N/A,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
Cologne-Twente Workshop on Graphs and Combinatorial Optimization,CTW,N/A,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
International Conference on Cyberworlds (was International Symposium on Cyberworlds),CW,cw,B,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
Discrete and Algorithmic Geometry,DAG,N/A,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
International Workshop on Developments in Computational Models,DCM,dcm,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
"IEEE Information Theory Workshop on Detection, Estimation, Classification and Imaging",DECI,N/A,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
International Conference on Discrete Geometry for Computer Imagery,DGCI,dgci,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
Dynamic Graph Workshop,DGW,N/A,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
"Conference on Discrete Mathematics, Algebra and their Application",DIMA,N/A,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
DIMACS Workshop on Intrinsic Complexity of Computation,DIMACS Intrinsic,N/A,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
Developments in Language Theory,DLT,dlt,B,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
SIAM Conference on Discrete Mathematics,DM,N/A,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
"Discrete Models: Combinatorics, Computation and Geometry",DM-CCG,N/A,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
International Conference on Discrete Mathematics and Theoretical Computer Science,DMTCS,N/A,B,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
Dutch Computational Geometry Day,DutchCG,N/A,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
European Chapter on Combinatorial Optimization,ECCO,N/A,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
Symposium on Discrete Mathematics,EDM,N/A,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
International Conference on Artificial Reality and Telexistance & Eurographics Symposium on Virtual Environments,EGVE,egve,B,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
ERATO Conference on Quantum Information Science,EQIS,N/A,C,"Computation Theory and Mathematics†, , ",Computation Theory and Mathematics†,,
